ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number
KON1-64-18,359214,799442,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Secondary,,,23,15,8,,,,
KON1-65-18,359231,799418,KON1,Kincardine o'Neil 1,,1,,Dark grey flint,,OK,Regular flake,Primary,,,31,18,4,,,,
KON1-66-18,359200,799527,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Inner,,,,,,,,,
KON1-67-18,359251,799445,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-68-18,359223,799382,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Crushed platform,16,15,4,,,,
KON1-69-18,359173,799300,KON1,Kincardine o'Neil 1,,1,,Burnt flint,,Burnt,Spall,Inner,,,,,,,,,
KON1-70-18,359083,799316,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Core,With cortex,Core fragment,From blade core,23,18,10,,,,
KON1-71-18,359154,799336,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Secondary,Core trimming flake,,20,30,6,,,,
KON1-72-18,359160,799361,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,irregular flake,Primary,,,23,17,6,,,,
KON1-73-18,359138,799445,KON1,Kincardine o'Neil 1,,1,,Quartzite,,OK,Irregular flake,Secondary,,,22,20,9,,,,
KON1-74-18,359106,799380,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Irregular flake,Secondary,,Flat platform. Removed from patinated flint. Reuse?,28,25,8,,,,
KON1-75-18,359114,799427,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Inner,,With one truncated patinated face,,,,,,,
KON1-76-18,359217,799533,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Irregular flake,Primary,,,30,30,13,,,,
KON1-77-18,359194,799425,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-78a-18,359200,799436,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Secondary,,,29,16,7,,,,
KON1-78b-18,359200,799436,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Inner,,,20,15,4,,,,
KON1-79-18,359177,799439,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Flat platform,38,26,10,,,,
KON1-80-18,359163,799369,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Core,With cortex,Single platform blade,Very little cortex. Worked all round platform,42,24,27,,,photo,
KON1-81-18,359217,799380,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-82-18,359246,799485,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Secondary,,,,24,6,,,,
KON1-83-18,359145,799459,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Secondary,,,,,,,,,
KON1-84-18,359221,799536,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-85-18,359197,799382,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Blade,Inner,,Segment survives,,8,1,,,,
KON1-86-18,359237,799462,KON1,Kincardine o'Neil 1,,1,,Mottled grey/brown flint,,OK,Irregular flake,Inner,,Narrow platform,17,25,4,,,,
KON1-87-18,359117,799434,KON1,Kincardine o'Neil 1,,1,,Rhyolite,,OK,Spall,Primary,,From waterworn cobble of probable rhyolite. Does not appear to be delibeartely flaked.,43,38,10,,,,
KON1-88-18,359146,799386,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Chunk,Inner,,,,,,,,,
KON1-89-18,359189,799402,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Retouched flake,Inner,End scraper,Possible dihedral platform. End scraper split down length possibly from use. Then right edge used leaving nibbling bifacial flaking damage.,26,15,6,,,photo,
KON1-90-18,359116,799451,KON1,Kincardine o'Neil 1,,1,,Quartz,,OK,Regular flake,Secondary,,,32,18,7,,,,
KON1-91-18,359141,799398,KON1,Kincardine o'Neil 1,,1,,Light brown flint,,OK,Regular flake,Inner,,,20,10,4,,,,
KON1-92-18,359122,799437,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,Narrow platform,12,6,2,,,,
KON1-93-18,359084,799349,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Secondary,,,,,,,,,
KON1-94-18,359148,799416,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Inner,,Narrow platform,21,16,5,,,,
KON1-95-18,359191,799395,KON1,Kincardine o'Neil 1,,1,,Grey flint,,Frost shatter,Core,With cortex,Core fragment,From blade core,26,19,11,,,,
KON1-96-18,359118,799384,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,20,11,5,,,,
KON1-97-18,359200,799319,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-98-18,359215,799508,KON1,Kincardine o'Neil 1,,1,,Sedimentary,,,Natural fragment,,,,,,,,,,
KON1-99-18,359262,799449,KON1,Kincardine o'Neil 1,,1,,Mottled red flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-100-18,359205,799404,KON1,Kincardine o'Neil 1,,1,,Mottled red flint,,OK,Flake fragment,Secondary,,,,,,,,,
KON1-101a-18,359161,799420,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Irregular flake,Secondary,,,22,17,5,,,,
KON1-101b-18,359161,799420,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Chunk,Inner,,,,,,,,,
KON1-102-18,359204,799425,KON1,Kincardine o'Neil 1,,1,,Grey flint,,Burnt,Chip,Secondary,,,,,,,,,
KON1-103-18,359156,799418,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chip,Inner,,,,,,,,,
KON1-104-18,359236,799441,KON1,Kincardine o'Neil 1,,1,,Burnt flint,,Calcined,Blade,Inner,,Overshot,17,8,5,,,,
KON1-105-18,359427,799293,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Inner,,,19,19,5,,,,
KON1-106-18,359288,799375,KON1,Kincardine o'Neil 1,,1,,Mottled red flint,,OK,Core,With cortex,Single platform blade,With cortex backing. Step fractures,25,21,18,,,,
KON1-107-18,359229,799296,KON1,Kincardine o'Neil 1,,1,,Grey flint,,Lightly rolled,Core,With cortex,Opposed platform blade/flake,,28,18,16,,,,
KON1-108-18,359417,799313,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-109-18,359300,799407,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Core,Without cortex,Core fragment,From a blade core,34,14,9,,,,
KON1-110-18,359287,799379,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Deep platform,20,29,11,,,,
KON1-111-18,359252,799356,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-112-18,359350,799413,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Irregular flake,Secondary,,,31,36,9,,,,
KON1-113-18,359278,799410,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Irregular flake,Secondary,,,19,13,5,,,,
KON1-114-18,359401,799311,KON1,Kincardine o'Neil 1,,1,,Red flint,,OK,Core,With cortex,Single platform blade,Step fractures. Cortex backing to this flat core,21,29,15,,,photo,
KON1-115-18,359360,799412,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Regular flake,Inner,,,16,11,3,,,,
KON1-116-18,359400,799320,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-117-18,359259,799316,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-118-18,359372,799282,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,Rolled,Retouched flake,Inner,Scraper,Irregluar notched scraper edge around flake,25,22,7,,,,
KON1-119-18,359334,799325,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Irregular flake,Inner,,,20,14,5,,,,
KON1-120-18,359289,799328,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-121-18,359430,799295,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,,18,5,2,,,,
KON1-122-18,359312,799336,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Blade,Inner,,Narrow platform,26,16,5,,,,
KON1-123-18,359446,799285,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-124-18,359406,799374,KON1,Kincardine o'Neil 1,,1,,Burnt flint,,Burnt,Regular flake,Secondary,,,20,14,5,,,,
KON1-125-18,359406,799374,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Core,With cortex,Multi-platform flake,Irregular core on half a pebble,31,25,18,,,,
KON1-126-18,359296,799408,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Irregular flake,Primary,,Flat inner platform,27,20,7,,,,
KON1-127-18,359272,799394,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,15,18,3,,,,
KON1-128-18,359314,799420,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Primary,,,,,,,,,
KON1-129-18,359275,799408,KON1,Kincardine o'Neil 1,,1,,Calcined flint,,Burnt,Regular flake,Inner,,,29,22,10,,,,
KON1-130-18,359267,799335,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Blade,Inner,,,21,9,4,,,,
KON1-131-18,359313,799337,KON1,Kincardine o'Neil 1,,1,,Red flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-132-18,359374,799434,KON1,Kincardine o'Neil 1,,1,Late Neo,Mottled light brown flint,,OK,Retouched flake,Inner,End scraper,Broad blade. Plarform missing. Steep curved retouched edge around distal end. Two deep notches made on left side. Also broken on right side at proximal end. Through hafting?,40,24,9,,,photo,
KON1-133-18,359313,799420,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-134-18,359314,799279,KON1,Kincardine o'Neil 1,,1,,Quartzite,,OK,Natural chunk,,,,,,,,,,
KON1-135-18,359319,799419,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-136-18,359349,799307,KON1,Kincardine o'Neil 1,,1,,Mottled light brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-137-18,359264,799371,KON1,Kincardine o'Neil 1,,1,,Toffee flint,,Rolled,Chip,Inner,,,,,,,,,
KON1-138-18,359347,799441,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-139-18,359259,799361,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-140-18,359389,799416,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Secondary,,,16,19,6,,,,
KON1-141-18,359238,799313,KON1,Kincardine o'Neil 1,,1,,Toffee flint,,OK,Regular flake,Secondary,,,14,13,7,,,,
KON1-142-18,359247,799354,KON1,Kincardine o'Neil 1,,1,,Brown flnt,,OK,Regular flake,Secondary,,,15,14,8,,,,
KON1-143-18,359250,799347,KON1,Kincardine o'Neil 1,,1,,Translucent light grey flint,,OK,Blade,Inner,,Proximal surviving,Broken15,9,3,,,,
KON1-144-18,359459,799362,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Inner,,,,,,,,,
KON1-145-18,359306,799375,KON1,Kincardine o'Neil 1,,1,,Mottled grey/red flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-146-18,359372,799386,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Deep platform,20,14,4,,,,
KON1-147-18,359231,799412,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Blade,Inner,,,25,12,5,,,,
KON1-148-18,359434,799378,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Inner,,,16,15,5,,,,
KON1-149-18,359299,799331,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Regular flake,Inner,,Narrow platform,29,17,6,,,,
KON1-150-18,359459,799299,KON1,Kincardine o'Neil 1,,1,,Light brown flint,,OK,Regular flake,Inner,Platform rejuvenation - reused along edge,Heavy bifacial edge damage and rounding along part of edge,25,25,5,,,,
KON1-151a-18,359319,799386,KON1,Kincardine o'Neil 1,,1,,Translucent light grey flint,,OK,Blade,Inner,,Narrow platform,21,9,3,,,,
KON1-151b-18,359319,799386,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,18,8,5,,,,
KON1-152-18,359470,799349,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Chunk,Secondary,,,,,,,,,
KON1-153-18,359236,799344,KON1,Kincardine o'Neil 1,,1,,Fine-grained sedimentary,,OK,Natural fragment,,,,,,,,,,
KON1-154-18,359268,799303,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Chunk,Primary,,,,,,,,,
KON1-155-18,359378,799395,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Irregular flake,Inner,,,21,18,5,,,,
KON1-156-18,359392,799308,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-157-18,359359,799419,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Secondary,Utilised,Edge damage from use down both sides - more abrupt down left side.,25,18,8,,,,
KON1-158-18,359455,799283,KON1,Kincardine o'Neil 1,,1,,Toffee flint,,OK,Blade,Secondary,Utilised,Edge damage from use down left side. Proximal surviving,broken 22,12,6,,,,
KON1-159-18,359338,799455,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Deep platform,26,18,5,,,,
KON1-160a-18,359240,799357,KON1,Kincardine o'Neil 1,,1,,Calcined flint,,Burnt,Spall,Inner,,,,,,,,,
KON1-160b-18,359240,799357,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Irregular flake,Inner,,,13,9,4,,,,
KON1-161-18,359259,799288,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,Narrow platform,26,13,6,,,,
KON1-162-18,359254,799389,KON1,Kincardine o'Neil 1,,1,,Grey flint,,OK,Blade,Secondary,,Narrow platform,23,11,4,,,,
KON1-163-18,359254,799388,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-164-18,359368,799432,KON1,Kincardine o'Neil 1,,1,,Natural,,,Natural chip,,,,,,,,,,
KON1-165-18,359313,799404,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Chip,Inner,,,,,,,,,
KON1-166-18,359249,799378,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-167-18,359419,799387,KON1,Kincardine o'Neil 1,,1,,Toffee coloured flint,,OK,Retouched flake,Inner,Edge retouch,Irregular steep edge retouch from ventral or dorsal faces,26,25,7,,,photo,
KON1-168-18,359369,799327,KON1,Kincardine o'Neil 1,,1,,Translucent light brown flint,,OK,Core,Without cortex,Bipolar,Thin core made on flake,18,15,7,,,photo,
KON1-169-18,359323,799427,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Core,With cortex,Single platform blade,Blades removed from two thirds of platform. Cortex backing,43,36,27,,,photo,
KON1-170-18,359236,799349,KON1,Kincardine o'Neil 1,,1,,Translucent light brown flint,,OK,Regular flake,Inner,,Narrow platform,19,21,4,,,,
KON1-171-18,359256,799389,KON1,Kincardine o'Neil 1,,1,,Grey sandstone,,OK,Natural chip,,,,,,,,,,
KON1-172-18,359258,799309,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Core,Without cortex,Core fragment,Multi-platform flake,22,17,12,,,,
KON1-173-18,359316,799387,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,Distal surviving,broken 15,7,4,,,,
KON1-174-18,359443,799316,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,15,16,3,,,,
KON1-175-18,359227,799298,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chip,Secondary,,,,,,,,,
KON1-176-18,359275,799380,KON1,Kincardine o'Neil 1,,1,,Sedimentary,,OK,Natural chunk,,,,,,,,,,
KON1-177-18,359259,799366,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,17,12,4,,,,
KON1-178-18,359302,799443,KON1,Kincardine o'Neil 1,,1,,Mottled red flint,,OK,Irregular flake,Inner,,,19,18,7,,,,
KON1-179-18,359262,799407,KON1,Kincardine o'Neil 1,,1,,Light brown flint,,OK,Blade,Inner,,Distal surviving,broken 14,8,2,,,,
KON1-180-18,359227,799319,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Blade,Inner,,Proximal surviving,broken 18,9,3,,,,
KON1-181-18,,,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chunk,Inner,,,,,,,,,
KON1-182-18,359417,799384,KON1,Kincardine o'Neil 1,,2,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-183-18,359261,799304,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Inner,,,,,,,,,
KON1-184-18,359285,799432,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Core,Without cortex,Single platform blade core,Single platform blade worked around whole perimeter,22,21,19,,,photo,
KON1-185-18,359286,799397,KON1,Kincardine o'Neil 1,,1,,Translucent light grey flint,,OK,Blade,Inner,,Fragment,,,,,,,
KON1-186-18,359366,799299,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Core,Without cortex,Opposed platform core. Blade removals,,34,27,22,,,photo,
KON1-187-18,359260,799369,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,
KON1-188-18,359392,799268,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Core,Without cortex,Core fragment,Single platform blade. With step fractures,23,17,10,,,photo,
KON1-189-18,359295,799403,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Irregular flake,Primary,,,17,10,4,,,,
KON1-190-18,359281,799374,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Chip,Inner,,,,,,,,,
KON1-191-18,359326,799362,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Blade,Inner,,Narrow platform,26,14,7,,,,
KON1-192-18,359292,799298,KON1,Kincardine o'Neil 1,,1,,Brown flint,,OK,Flake fragment,Secondary,,,,,,,,,
KON1-193-18,359258,799317,KON1,Kincardine o'Neil 1,,1,,Burnt flint,,Burnt,Small flake,,,,,,,,,,
KON1-194-18,359268,799341,KON1,Kincardine o'Neil 1,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,19,19,5,,,,
KON1-195-18,359268,799412,KON1,Kincardine o'Neil 1,,1,,Calcined flint,,Burnt,Blade,Inner,,,20,9,4,,,,
KON1-196-18,359304,799444,KON1,Kincardine o'Neil 1,,1,,Translucent light grey flint,,OK,Blade,Inner,,Distal surviving,broken 18,12,4,,,,
KON1-197-18,359247,799341,KON1,Kincardine o'Neil 1,,1,Late Neo?,Mottled brown flint,,OK,Retouched flake,Inner,End scraper,Faceted platform,35,21,6,,,photo,
KON1-198-18,359370,799398,KON1,Kincardine o'Neil 1,,1,,Brown flint,,Rolled,Chip,Inner,,,,,,,,,
KON1-199-18,359414,799311,KON1,Kincardine o'Neil 1,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,13,12,7,,,,
KON1-200-18,359238,799311,KON1,Kincardine o'Neil 1,,1,,Quartz,,OK,Chip,Secondary,,,,,,,,,
KON1-201-18,359427,799353,KON1,Kincardine o'Neil 1,,1,,Natural,,OK,Natural chip,,,,,,,,,,
KON1-202-18,359274,799332,KON1,Kincardine o'Neil 1,,1,,Light brown flint,,OK,Small flake,,,,,,,,,,
MS1-1-18,380139,798947,MS1,Mosside 1,flint,1,,Red flint,,OK,Chunk,Secondary,,,,,,,,,
MS1-2-18,380156,798914,MS1,Mosside 1,flint,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,
MS1-3-18,380180,798904,MS1,Mosside 1,flint,1,,Red flint,,OK,Small flake,Inner,,,,,,,,,
MS1-4-18,380129,798981,MS1,Mosside 1,flint,1,,Brown flint,,OK,Small flake,Secondary,,,,,,,,,
MS1-5.1-18,380158,798975,MS1,Mosside 1,flint,3,,Brown flint,,OK,Flake fragment,Inner,,Flat platform. Flaked over patination?,,18,6,,,,
MS1-5.2-18,380158,798975,MS1,Mosside 1,flint,3,,Brown flint,,OK,Blade,Inner,,Crushed platform,25,12,7,,,,
MS1-5.3-18,380158,798975,MS1,Mosside 1,flint,3,,Brown flint,,OK,Core,With cortex,Core fragment,Flat platform with flake removal,22,23,14,,,,
MS1-6-18,380155,798983,MS1,Mosside 1,flint,1,,Brown flint,,OK,Small flake,Inner,,,,,,,,,
MS1-7-18,380177,798862,MS1,Mosside 1,quartz,1,,Quartz,,OK,Regular flake,Inner,,Flat platform,17,12,6,,,,
NM2-16-18,375377,796057,NM2,Nether Mills 2,flint,1,,Mottled grey flint,,Frost shattering,Blade,Secondary,,Cortical platform,36,17,9,,,,
NM2-244.2-18,375320,796019,NM2,Nether Mills 2,Flint,3,,Mottled brown flint,,OK,Blade,Secondary,,Cortical platform,36,17,6,,,,
NM2-14.1-18,375375,796029,NM2,Nether Mills 2,flint,3,,Toffee coloured flint,,OK,Blade,Inner,,Crushed platform.,23,15,5,,,,
NM2-223-18,375230,796221,NM2,Nether Mills 2,Flint,1,,Mottled pink flint,,OK,Blade,Inner,,dihedral platform? Proximal surviving,broken 27,20,9,,,,
NM2-5.2-18,375367,796044,NM2,Nether Mills 2,flint,2,,Brown flint,,OK,Blade,Inner,,Distal end survives,broken 20,10,4,,,,
NM2-11.5-18,375373,796033,NM2,Nether Mills 2,flint,6,,Mottled light grey flint,,OK,Blade,Inner,,Distal survives,broken 13,8,3,,,,
NM2-51.2-18,375400,796039,NM2,Nether Mills 2,flint,2,,Mottled grey flint,,OK,Blade,Inner,,Distal survives,broken 26,9,6,,,,
NM2-73-18,375435,796084,NM2,Nether Mills 2,flint,1,,Grey flint,,OK,Blade,Inner,,Distal survives,broken 14,10,4,,,,
NM2-145.1-18,375356,796039,NM2,Nether Mills 2,Flint,1,,Mottled brown flint,,OK,Blade,Inner,,Distal surviving,broken 25,18,6,,,,
NM2-171-18,375257,796022,NM2,Nether Mills 2,Flint,1,,Red flint,,OK,Blade,Inner,,Distal surviving,broken 19,14,5,,,,
NM2-181-18,375219,796053,NM2,Nether Mills 2,Flint,1,,Light brown flint,,OK,Blade,Inner,,Distal surviving,broken 16,8,3,,,,
NM2-213-18,375241,796023,NM2,Nether Mills 2,Flint,1,,Mottled red flint,,OK,Blade,Inner,,Distal surviving,broken 31,18,5,,,,
NM2-224.2-18,375303,796016,NM2,Nether Mills 2,Flint,1,,Mottled brown flint,,OK,Blade,Secondary,,Distal surviving,broken 23,15,7,,,,
NM2-242.2-18,375266,796000,NM2,Nether Mills 2,Flint,2,,Brown flint,,OK,Blade,Inner,,Distal surviving,,,,,,,
NM2-122.3-18,375361,796039,NM2,Nether Mills 2,Flint,3,,Mottled grey flint,,OK,Blade,Inner,,Distal surviving.,broken 18,14,3,,,,
NM2-234-18,375368,796013,NM2,Nether Mills 2,Flint,1,,Mottled brown flint,,OK,Blade,Inner,,Distal surviving.,broken 27,19,5,,,,
NM2-6.2-18,375369,796039,NM2,Nether Mills 2,flint,4,,Mottled brown flint,,OK,Blade,Inner,,Flat platform,29,15,4,,,,
NM2-188-18,375266,796010,NM2,Nether Mills 2,Flint,1,,Mottled brown flint,,OK,Blade,Inner,,Flat platform,37,22,5,,,,
NM2-6.4-18,375369,796039,NM2,Nether Mills 2,flint,4,,Mottled grey flint,,OK,Blade,Inner,,Fragment,,,,,,,
NM2-228-18,375347,795927,NM2,Nether Mills 2,Flint,1,,Mottled grey flint,,OK,Blade,Inner,,Fragment,broken 39,19,5,,,,
NM2-44.4-18,375396,796036,NM2,Nether Mills 2,flint,4,,Mottled grey flint,,OK,Blade,Secondary,,Guiding blade from pebble,68,22,13,,,,
NM2-142-18,375266,796025,NM2,Nether Mills 2,Flint,1,,Calcined flint,,Burnt,Blade,Inner,,Narrow paltform,34,15,7,,,,
NM2-199-18,375199,796186,NM2,Nether Mills 2,Flint,1,,Mottled brown flint,,OK,Blade,Inner,,Narrow paltform,33,12,6,,,,
NM2-10-18,375373,796043,NM2,Nether Mills 2,flint,1,,Mottled brown flint,,OK,Blade,Secondary,,Narrow platform,37,16,11,,,,
NM2-12-18,375373,796060,NM2,Nether Mills 2,flint,1,,Mottled grey flint,,OK,Blade,Inner,,Narrow platform,27,11,4,,,,
NM2-26-18,375389,796029,NM2,Nether Mills 2,flint,1,,Mottled grey flint,,OK,Blade,Inner,,Narrow platform,21,19,3,,,,
